concept,definition,labels,subjects,sources
"SRAM","Es un tipo de memoria volátil que es más rápida y consume menos energía que la DRAM, pero es más cara y tiene menor capacidad","Arquitectura de Computadoras","Arquitectura de computadoras","example.com"
"Análoga","Se refiere a las señales o datos que varían continuamente en lugar de estar representados por valores discretos","Arquitectura de Computadoras","Arquitectura de computadoras","example.com"
"Digital","Se refiere a las señales o datos que están representados por valores discretos, como 0 y 1","Arquitectura de Computadoras","Arquitectura de computadoras","example.com"
"EPROM","Es un tipo de memoria que puede ser programada y borrada electrónicamente, pero no se puede modificar mientras está en uso","Arquitectura de Computadoras","Arquitectura de computadoras","example.com"
"EEPROM","Es un tipo de memoria que se puede programar y borrar electrónicamente, y también se puede modificar mientras está en uso","Arquitectura de Computadoras","Arquitectura de computadoras","example.com"
"Flash memory","Es un tipo de memoria no volátil que se puede borrar y reprogramar electrónicamente. Se utiliza en dispositivos como unidades USB y tarjetas de memoria","Arquitectura de Computadoras","Arquitectura de computadoras","example.com"
"Bit de paridad","Es un bit adicional que se agrega a un conjunto de bits para detectar errores de transmisión","Arquitectura de Computadoras","Arquitectura de computadoras","example.com"
"Hamming Code","Es un código de corrección de errores utilizado para detectar y corregir errores en datos transmitidos","Arquitectura de Computadoras","Arquitectura de computadoras","example.com"
"SDRAM","Es una versión de DRAM que está sincronizada con la señal de reloj del sistema, lo que mejora el rendimiento","Arquitectura de Computadoras","Arquitectura de computadoras","example.com"
"RAID","Es una tecnología de almacenamiento que combina varios discos duros en una única unidad lógica para mejorar la confiabilidad y el rendimiento","Arquitectura de Computadoras","Arquitectura de computadoras","example.com"
"FPGA","Es un dispositivo de circuito integrado que se puede programar y configurar después de su fabricación","Arquitectura de Computadoras","Arquitectura de computadoras","example.com"
"PCIe","Es una interfaz de bus de computadora utilizada para conectar dispositivos periféricos a la placa base","Arquitectura de Computadoras","Arquitectura de computadoras","example.com"
"MIPS","Es una medida de la velocidad de un procesador que indica cuántas instrucciones puede ejecutar en un segundo","Arquitectura de Computadoras","Arquitectura de computadoras","example.com"
"Métodos de ordenamiento","Son algoritmos utilizados para organizar un conjunto de elementos en un orden específico","Métodos de Ordenamiento","Algoritmia","example.com"
"Bubble Sort","Es un algoritmo de ordenamiento que recorre repetidamente la lista y compara elementos adyacentes para intercambiarlos si están en el orden incorrecto","Métodos de Ordenamiento, Algoritmos de Optimización","Algoritmia","example.com"
"Shell Sort","Es un algoritmo de ordenamiento que divide la lista en subgrupos más pequeños y luego los ordena utilizando el método de inserción","Métodos de Ordenamiento, Algoritmos de Optimización","Algoritmia","example.com"
"Algoritmo","Es una secuencia de pasos o instrucciones utilizados para resolver un problema o realizar una tarea","Métodos de Ordenamiento, Algoritmos de Optimización","Algoritmia","example.com"
"Tiempo de ejecución","Es el tiempo que tarda un algoritmo o programa en ejecutarse en una computadora","Métodos de Ordenamiento, Algoritmos de Optimización","Algoritmia","example.com"
"Big O notation","Es una notación utilizada para representar la complejidad temporal de un algoritmo en términos de su crecimiento asintótico","Métodos de Ordenamiento, Algoritmos de Optimización","Algoritmia","example.com"
"Insertion sort","Es un algoritmo de ordenamiento que construye una lista ordenada, insertando elementos de la lista original en su posición adecuada","Métodos de Ordenamiento, Algoritmos de Optimización","Algoritmia","example.com"
"Selection Sort","Es un algoritmo de ordenamiento que busca el elemento más pequeño en cada pasada y lo coloca en la posición correcta","Métodos de Ordenamiento, Algoritmos de Optimización","Algoritmia","example.com"
"Quick Sort","Es un algoritmo de ordenamiento que utiliza el método de divide y conquista para ordenar una lista dividiéndola en subgrupos más pequeños y luego combinándolos","Métodos de Ordenamiento, Algoritmos de Optimización","Algoritmia","example.com"
"Merge Sort","Es un algoritmo de ordenamiento que divide la lista en dos mitades, las ordena por separado y luego las combina para obtener una lista ordenada","Métodos de Ordenamiento, Algoritmos de Optimización","Algoritmia","example.com"
"Métodos de búsqueda","Son algoritmos utilizados para encontrar un elemento específico en una lista o estructura de datos","Métodos de Búsqueda","Algoritmia","example.com"
"Secuential Search","Es un algoritmo de búsqueda que recorre la lista en orden secuencial para encontrar el elemento deseado","Métodos de Búsqueda, Algoritmos de Optimización","Algoritmia","example.com"
"Binary Search","Es un algoritmo de búsqueda que busca un elemento en una lista ordenada dividiendo repetidamente la lista por la mitad","Métodos de Búsqueda, Algoritmos de Optimización","Algoritmia","example.com"
"Algoritmos de fuerza bruta","Son algoritmos que prueban todas las posibles soluciones para un problema para encontrar la mejor","Algoritmos de Optimización","Algoritmia","example.com"
"Algoritmos vóraces","Son algoritmos que toman decisiones locales óptimas en cada paso con la esperanza de encontrar la solución global óptima","Algoritmos de Optimización","Algoritmia","example.com"
"Algoritmo de Kruskal","Es un algoritmo voraz utilizado para encontrar un árbol de recubrimiento mínimo en un grafo ponderado","Algoritmos Voraces, Grafos y Árboles","Algoritmia","example.com"
"Bosque de recubrimiento mínimo","Es un conjunto de árboles de recubrimiento mínimo en un grafo no conectado","Algoritmos Voraces, Grafos y Árboles","Algoritmia","example.com"
"Grafos conexos","Son grafos en los que hay un camino entre cada par de vértices","Grafos y Árboles","Algoritmia","example.com"
"Algoritmo de Prim","Es un algoritmo voraz utilizado para encontrar un árbol de recubrimiento mínimo en un grafo conexo y ponderado","Grafos y Árboles, Algoritmos Voraces","Algoritmia","example.com"
"Algoritmo de Dijkstra","Es un algoritmo voraz utilizado para encontrar el camino más corto desde un vértice fuente a todos los demás vértices en un grafo ponderado","Grafos y Árboles, Algoritmos de Búsqueda","Algoritmia","example.com"
"Complejidad algoritmica","Es el análisis y estudio del rendimiento de un algoritmo en términos de tiempo y espacio requeridos para ejecutarse en función del tamaño de entrada","Análisis de Algoritmos, Algoritmos de Optimización","Algoritmia","example.com"
"Software generico","Software diseñado para ser utilizado por una amplia variedad de usuarios y organizaciones sin modificaciones significativas","Ingeniería de Software","Ingeniería de software","example.com"
"Software personalizado","Software diseñado y desarrollado específicamente para satisfacer las necesidades y requerimientos de un cliente o una organización en particular","Ingeniería de Software","Ingeniería de software","example.com"
"IEEE 830","Es una norma que establece los estándares para la documentación de los requisitos del sistema","Ingeniería de Software, Documentación de Software","Ingeniería de software","example.com"
"Contrato de desarrollo","Acuerdo legal entre el desarrollador y el cliente que establece los términos y condiciones del proyecto","Ingeniería de Software, Gestión de Proyectos","Ingeniería de software","example.com"
"Prestación de servicios","Acuerdo contractual en el que el proveedor de servicios se compromete a entregar un servicio en lugar de un producto tangible","Ingeniería de Software, Gestión de Proyectos","Ingeniería de software","example.com"
"COCOMO","Es un modelo utilizado para estimar el esfuerzo y el costo del desarrollo de software","Ingeniería de Software, Estimación de Proyectos","Ingeniería de software","example.com"
"Cotización","Estimación de los costos y tiempo requeridos para el desarrollo del proyecto","Ingeniería de Software, Gestión de Proyectos","Ingeniería de software","example.com"
"Analisis costo beneficio","Evaluación de los costos y beneficios del proyecto para determinar su viabilidad y rentabilidad","Ingeniería de Software, Gestión de Proyectos","Ingeniería de software","example.com"
"Metodología Ágil","Enfoque de desarrollo de software que prioriza la colaboración, la adaptabilidad y la entrega incremental","Ingeniería de Software, Metodologías de Desarrollo","Ingeniería de software","example.com"
"Agile","Término general para referirse a las metodologías ágiles de desarrollo de software","Ingeniería de Software, Metodologías de Desarrollo","Ingeniería de software","example.com"
"SCRUM","Marco de trabajo ágil que se enfoca en la entrega iterativa e incremental del software","Ingeniería de Software, Metodologías de Desarrollo","Ingeniería de software","example.com"
"Gestión de proyecto","Planificación, organización y control de los recursos para lograr los objetivos del proyecto","Gestión de Proyectos","Ingeniería de software","example.com"
"Herramientas para gestión de proyectos","Software utilizado para facilitar la gestión de proyectos, como Trello, Jira o Microsoft Project","Gestión de Proyectos","Ingeniería de software","example.com"
"Manual de usuario","Documento que proporciona instrucciones detalladas sobre cómo utilizar el software","Documentación de Software","Ingeniería de software","example.com"
"Manual técnico","Documento que contiene información técnica sobre el diseño y funcionamiento del software","Documentación de Software","Ingeniería de software","example.com"
"Tarjetas CRC","Técnica utilizada en el desarrollo ágil para identificar las clases, sus responsabilidades y colaboraciones en el sistema","Ingeniería de Software, Análisis y Diseño","Ingeniería de software","example.com"
"Casos de prueba","Escenarios utilizados para probar y verificar el funcionamiento del software","Pruebas de Software","Ingeniería de software","example.com"
"Diagrama de despliegue ","Representación gráfica de la configuración del hardware y software en un entorno de despliegue","Ingeniería de Software, Diseño de Software","Ingeniería de software","example.com"
"Diagrama de componentes","Representación gráfica de las relaciones entre los componentes de un sistema de software","Ingeniería de Software, Diseño de Software","Ingeniería de software","example.com"
"Diagrama de clases","Representación gráfica de las clases y sus relaciones en un sistema de software","Ingeniería de Software, Diseño de Software","Ingeniería de software","example.com"
"Diagrama de estados","Representación gráfica del comportamiento de un objeto o entidad en diferentes estados y transiciones","Ingeniería de Software, Diseño de Software","Ingeniería de software","example.com"
"Diagrama de colaboración","Representación gráfica de las interacciones entre los objetos en un escenario particular","Ingeniería de Software, Diseño de Software","Ingeniería de software","example.com"
"Requerimientos funcionales","Especificaciones de las funcionalidades y capacidades que el sistema debe cumplir","Ingeniería de Software, Especificación de Requerimientos","Ingeniería de software","example.com"
"Requerimientos no funcionales","Especificaciones de características no relacionadas directamente con la funcionalidad del sistema, como la seguridad, rendimiento y usabilidad","Ingeniería de Software, Especificación de Requerimientos","Ingeniería de software","example.com"
"Diagrama de casos de uso","Representación gráfica de las interacciones entre actores y el sistema para cumplir un objetivo específico","Ingeniería de Software, Diseño de Software","Ingeniería de software","example.com"
"Requerimientos de software","Descripción detallada de lo que el software debe hacer","Ingeniería de Software, Especificación de Requerimientos","Ingeniería de software","example.com"
"Plan de proyecto","Documento que define el cronograma, recursos y tareas necesarias para el desarrollo del proyecto","Gestión de Proyectos","Ingeniería de software","example.com"
"Lenguaje formal","Lenguaje que sigue reglas y estructuras específicas para expresar conceptos y procesos","Teoría de la Computación","Teoría de la computación","example.com"
"Grámatica formal","Conjunto de reglas que definen la estructura de un lenguaje formal","Teoría de la Computación","Teoría de la computación","example.com"
"Jerarquía de Chomsky","Clasificación de los lenguajes formales en cuatro niveles, desde los más simples hasta los más complejos","Teoría de la Computación","Teoría de la computación","example.com"
"Gramática libre de contexto","Tipo de gramática que utiliza reglas de producción para formar frases a partir de símbolos no terminales","Teoría de la Computación","Teoría de la computación","example.com"
"Expresiones regulares","Patrones de búsqueda utilizados para encontrar y manipular cadenas de texto","Teoría de la Computación","Teoría de la computación","example.com"
"Regex","Patrones de búsqueda utilizados para encontrar y manipular cadenas de texto","Teoría de la Computación","Teoría de la computación","example.com"
"Autómatas finitos","Modelo matemático utilizado para representar sistemas de cómputo","Teoría de la Computación","Teoría de la computación","example.com"
"Autómatas deterministas","Tipo de autómata finito que tiene una transición única para cada par estado-símbolo","Teoría de la Computación","Teoría de la computación","example.com"
"Autómatas no deterministas","Tipo de autómata finito que tiene múltiples transiciones para cada par estado-símbolo","Teoría de la Computación","Teoría de la computación","example.com"
"Autómata de pila","Tipo de autómata finito que utiliza una pila para el procesamiento de información","Teoría de la Computación","Teoría de la computación","example.com"
"Máquina de Turing","Modelo matemático de una máquina hipotética que puede realizar cualquier cálculo computacional","Teoría de la Computación","Teoría de la computación","example.com"
"Transformación","Proceso de cambiar o convertir datos o información en otro formato","Transformaciones Geométricas","Simulación por computadora","example.com"
"Rotación","Acción de girar o mover un objeto o componente en el espacio","Transformaciones Geométricas","Simulación por computadora","example.com"
"Reducción","Proceso de simplificar o transformar un problema en otro de manera más manejable y resoluble","Transformaciones Geométricas","Simulación por computadora","example.com"
"Ampliación","Proceso de aumentar el tamaño de una imagen o elemento gráfico sin perder calidad","Transformaciones Geométricas","Simulación por computadora","example.com"
"Reflexión","Transformación que invierte una imagen o figura a lo largo de un eje","Transformaciones Geométricas","Simulación por computadora","example.com"
"Traslación","Movimiento de una imagen o figura en el plano sin cambiar su forma","Transformaciones Geométricas","Simulación por computadora","example.com"
"Observador","Persona o entidad que supervisa o controla un sistema o proceso","Transformaciones Geométricas, Representación de Datos","Simulación por computadora","example.com"
"Plano","Superficie bidimensional en el espacio en la que se representan objetos o figuras","Transformaciones Geométricas, Representación de Datos","Simulación por computadora","example.com"
"Negativo","Imagen fotográfica o gráfica en la que los colores o tonos se invierten","Operaciones en Imágenes","Simulación por computadora","example.com"
"Escala de grises","Representación de una imagen utilizando solo tonos de gris, sin colores","Operaciones en Imágenes","Simulación por computadora","example.com"
"Threshold","Umbral que separa valores o intensidades en una imagen en blanco y negro","Operaciones en Imágenes","Simulación por computadora","example.com"
"Binary Threshold","Umbral que convierte una imagen en una versión binaria (blanco y negro)","Operaciones en Imágenes","Simulación por computadora","example.com"
"Inverted Threshold","Umbral inverso que invierte los colores en una imagen binaria","Operaciones en Imágenes","Simulación por computadora","example.com"
"Grayscale Threshold","Umbral utilizado para convertir una imagen en escala de grises en una imagen binaria","Operaciones en Imágenes","Simulación por computadora","example.com"
"Transformación de normalización","Proceso de ajustar los valores de una imagen para que se encuentren dentro de un rango específico","Transformaciones Geométricas, Representación de Datos","Simulación por computadora","example.com"
"Proyección","Representación de una imagen en un plano o superficie","Transformaciones Geométricas","Simulación por computadora","example.com"
"Proyección paralela","Proyección en la que las líneas paralelas en el espacio se mantienen paralelas en la proyección","Transformaciones Geométricas","Simulación por computadora","example.com"
"Seguridad de la información","Protección de datos e información para prevenir accesos no autorizados o pérdidas","Seguridad y Control","Seguridad","example.com"
"Protección física","Medidas de seguridad para proteger el acceso físico a los sistemas y datos","Protección y Seguridad Física","Seguridad","example.com"
"Protección lógica","Medidas de seguridad para proteger el acceso y la integridad de los datos de manera electrónica o lógica","Protección y Seguridad Lógica","Seguridad","example.com"
"Almacenamiento","Proceso de guardar y conservar datos y archivos de forma persistente","Memoria y Almacenamiento","Seguridad","example.com"
"Sistemas de respaldo","Copias de seguridad que se crean para preservar los datos en caso de pérdida o daño","Respaldo y Copias","Seguridad","example.com"
"Sistemas de recuperación","Procesos y procedimientos para restaurar datos y sistemas después de una pérdida o falla","Respaldo y Copias","Seguridad","example.com"
"Centros de procesamiento de datos","Instalaciones especializadas para alojar y gestionar servidores y equipos informáticos","Arquitectura de Computadoras, Sistemas de Gestión de Bases de Datos","Seguridad","example.com"
"Comunicación de daots","Transferencia y transmisión de información entre sistemas y dispositivos","Seguridad y Confidencialidad","Seguridad","example.com"
"Implicaciones legales en la seguridad de la información","Consideraciones legales y reglamentarias relacionadas con la protección y manejo de datos","Seguridad y Control, Gestión de Riesgos y Seguridad","Seguridad","example.com"
"Identificación de riesgos","Proceso de identificar posibles amenazas y vulnerabilidades en un sistema o proyecto","Gestión de Riesgos y Seguridad","Seguridad","example.com"
"Administración de riesgos","Proceso de evaluar, mitigar y gestionar los riesgos identificados","Gestión de Riesgos y Seguridad","Seguridad","example.com"
"Cloud computing","Modelo de entrega de servicios informáticos a través de internet","Tecnologías y Tendencias de Seguridad, Internet de las Cosas","Seguridad","example.com"
"BigData","Conjunto de datos extremadamente grandes que requieren tecnologías y técnicas especiales para su procesamiento y análisis","Tecnologías y Tendencias de Seguridad","Seguridad","example.com"
"Internet de las cosas","Concepto que se refiere a la interconexión de dispositivos y objetos cotidianos a internet","Tecnologías y Tendencias de Seguridad","Seguridad","example.com"
"Capacidad de proceso","Capacidad de un sistema para realizar operaciones y cálculos","Capacidad y Límites","Computación tolerante a fallas","example.com"
"Especificación de operación","Documento que describe cómo debe funcionar un sistema o componente","Funcionalidad y Rendimiento","Computación tolerante a fallas","example.com"
"Límites de operación","Rangos dentro de los cuales un sistema o dispositivo puede funcionar de manera segura y eficiente","Capacidad y Límites","Computación tolerante a fallas","example.com"
"Capacidades en el desarollo","Habilidades y recursos disponibles para llevar a cabo un proyecto de desarrollo de software","Capacidad y Límites","Computación tolerante a fallas","example.com"
"Fiabilidad","Capacidad de un sistema o componente para funcionar correctamente y de manera consistente","Fiabilidad y Tolerancia a Fallos","Computación tolerante a fallas","example.com"
"Causas hipotéticas","Suposiciones o escenarios imaginados para evaluar los posibles efectos de un evento o situación","Fiabilidad y Tolerancia a Fallos","Computación tolerante a fallas","example.com"
"Errores","Equivocaciones o defectos que afectan el funcionamiento de un sistema o software","Fiabilidad y Tolerancia a Fallos","Computación tolerante a fallas","example.com"
"Fallas","Situaciones en las que un sistema o componente deja de funcionar adecuadamente","Fiabilidad y Tolerancia a Fallos","Computación tolerante a fallas","example.com"
"Disponibilidad","Tiempo durante el cual un sistema o servicio está en funcionamiento y accesible para los usuarios","Fiabilidad y Tolerancia a Fallos","Computación tolerante a fallas","example.com"
"Seguridad","Protección contra riesgos y amenazas para garantizar la integridad y confidencialidad de los datos y sistemas","Seguridad y Control","Computación tolerante a fallas","example.com"
"Confidencialidad","Garantía de que la información solo es accesible por las personas o entidades autorizadas","Seguridad y Confidencialidad","Computación tolerante a fallas","example.com"
"Integridad","Asegurar que los datos o información se mantienen precisos, completos y no han sido alterados de manera no autorizada","Seguridad y Confidencialidad","Computación tolerante a fallas","example.com"
"Mantenibilidad","Capacidad de un sistema para ser mantenido, reparado o actualizado de manera efectiva y eficiente","Mantenibilidad y Operatividad","Computación tolerante a fallas","example.com"
"Prevención de fallas","Medidas y técnicas implementadas para evitar que ocurran fallas o errores en un sistema","Fiabilidad y Tolerancia a Fallos","Computación tolerante a fallas","example.com"
"Tolerancia de fallos","Capacidad de un sistema para continuar funcionando correctamente, a pesar de la presencia de fallas o errores","Fiabilidad y Tolerancia a Fallos","Computación tolerante a fallas","example.com"
"Eliminación de fallos","Proceso de corregir o resolver las fallas que han ocurrido en un sistema","Fiabilidad y Tolerancia a Fallos","Computación tolerante a fallas","example.com"
"Pronostico de fallos","redicción o estimación de posibles fallos en un sistema o componente","Fiabilidad y Tolerancia a Fallos","Computación tolerante a fallas","example.com"
"Ruido","Señales aleatorias o interferencias que pueden afectar la calidad de una señal o información transmitida","Ruido y Estocasticidad","Computación tolerante a fallas","example.com"
"Sistema estocástico","Sistema o proceso que tiene un componente de aleatoriedad o incertidumbre","Ruido y Estocasticidad","Computación tolerante a fallas","example.com"
"Ruido blanco","Tipo de ruido que tiene una densidad espectral constante en todas las frecuencias","Ruido y Estocasticidad","Computación tolerante a fallas","example.com"
"Armónica","Componente de una señal cuya frecuencia es un múltiplo entero de la frecuencia fundamental","Ruido y Estocasticidad","Computación tolerante a fallas","example.com"
"Interarmónica","Componente de una señal cuya frecuencia no es un múltiplo entero de la frecuencia fundamental, sino que se encuentra entre los armónicos","Ruido y Estocasticidad","Computación tolerante a fallas","example.com"
"Corte intermitente","Interrupción intermitente o discontinua de la señal o el flujo de datos en un sistema","Ruido y Estocasticidad","Computación tolerante a fallas","example.com"
"Zucaritas","Aqui comemos zucaritas los basados","comida","gastronomia","https://www.youtube.com/watch?v=VVF0zxw4tuM"
